idinteraccion,idorigen,tipoorigen,iddestino,tipodestino,tipointeraccion,valorinteraccion,idprecedente,idcurso,fecha,plataforma
4371,618,alumno,618,alumno,reaccion,me_divierte,4288,17,2012-01-23 18:05:45.69,facebook
4372,603,alumno,465,material,consulta,null,-1,17,2012-04-07 07:49:49.696,crea
4373,123,alumno,465,material,consulta,null,-1,17,2012-03-26 04:47:35.008,facebook
4374,123,alumno,341,alumno,mensaje,Voluptate dolores ut ea quidem ab eligendi et harum minima sint nesciunt dicta dolore sint.,-1,17,2012-02-26 15:59:35.867,crea
4375,341,alumno,471,material,consulta,null,-1,17,2012-02-09 01:11:16.398,facebook
4376,461,alumno,208,alumno,comentario,Magni voluptas exercitationem minus dolores voluptatem dolor quia eligendi sequi dolor iste.,4268,17,2012-02-23 08:39:18.079,facebook
4377,2,docente,497,alumno,mencion,@dolorum,4323,17,2012-05-18 16:01:10.4,facebook
4378,362,alumno,123,alumno,mensaje,Eum ipsum ex nulla vitae rerum ad voluptatum culpa exercitationem ut facilis amet id dolores temporibus porro.,4251,17,2012-04-22 11:49:33.981,crea
4379,100,alumno,558,alumno,mensaje,Aut consequatur maiores sequi ut perferendis quae et rerum libero tenetur et in ipsa ea perferendis odit voluptates ullam.,-1,17,2012-05-24 18:36:06.657,crea
4380,497,alumno,415,alumno,reaccion,me_enoja,4308,17,2012-03-31 14:21:59.12,facebook
4381,3,alumno,328,alumno,mencion,@quia,4304,17,2012-01-27 14:25:30.433,facebook
4382,461,alumno,487,material,consulta,null,-1,17,2012-05-18 07:37:33.01,crea
4383,558,alumno,474,material,consulta,null,-1,17,2012-05-17 18:23:46.287,crea
4384,247,alumno,-1,null,publicacion,Cumque ut dolor id temporibus qui placeat placeat quasi maxime ut architecto enim fuga suscipit non magnam expedita.,-1,17,2012-01-28 03:01:13.884,crea
4385,342,alumno,2,docente,reaccion,me_encanta,4329,17,2012-02-09 15:15:18.976,facebook
4386,416,alumno,-1,null,publicacion,Et quam sunt consequatur odit delectus et quam vitae in suscipit a natus atque voluptatem doloremque maxime cupiditate.,-1,17,2012-04-02 04:45:17.842,facebook
4387,362,alumno,61,alumno,comentario,Quam delectus suscipit est et aut suscipit qui et cumque laboriosam repellat provident iusto ab.,4307,17,2012-04-28 18:51:35.92,crea
4388,618,alumno,475,material,consulta,null,-1,17,2012-05-28 23:36:55.696,crea
4389,497,alumno,2,docente,mencion,@ea,4329,17,2012-03-31 09:30:36.736,facebook
4390,13,alumno,342,alumno,comentario,Voluptatem iusto tempora quisquam expedita est ut ea qui voluptatum ut.,4271,17,2012-02-12 00:45:02.373,facebook
4391,558,alumno,400,alumno,mencion,@qui,4283,17,2012-01-25 08:31:47.756,facebook
4392,558,alumno,478,material,consulta,null,-1,17,2012-04-29 13:46:07.028,crea
4393,100,alumno,-1,null,publicacion,Id iusto eligendi explicabo corrupti minus reprehenderit aperiam sint necessitatibus tenetur voluptatem ut corrupti quas placeat.,-1,17,2012-03-21 18:52:56.667,crea
4394,250,alumno,-1,null,publicacion,Assumenda quia necessitatibus adipisci eaque enim veritatis autem rem ut deleniti deleniti aut et aperiam voluptas.,-1,17,2012-03-02 05:58:48.286,facebook
4395,522,alumno,485,material,consulta,null,-1,17,2012-02-01 00:14:09.211,crea
4396,603,alumno,477,material,consulta,null,-1,17,2012-01-19 17:08:51.575,crea
4397,415,alumno,416,alumno,reaccion,me_entristece,4386,17,2012-05-25 09:02:30.045,facebook
4398,250,alumno,2,docente,mensaje,Quibusdam autem error ea deserunt pariatur et ad sed earum nihil officiis quam maiores sequi consequatur corrupti est molestias.,4258,17,2012-04-01 19:53:41.92,crea
4399,61,alumno,618,alumno,reaccion,me_asombra,4280,17,2012-01-18 18:14:53.558,facebook
4400,2,docente,342,alumno,mencion,@fuga,4271,17,2012-02-07 07:13:34.0,facebook
4401,208,alumno,429,alumno,mencion,@esse,4321,17,2012-03-11 21:20:05.295,facebook
4402,282,alumno,485,material,consulta,null,-1,17,2012-03-28 09:05:38.213,crea
4403,247,alumno,2,docente,mencion,@soluta,4377,17,2012-05-21 00:29:46.938,facebook
4404,247,alumno,434,alumno,reaccion,me_gusta,4341,17,2012-04-28 11:50:00.282,facebook
4405,558,alumno,2,docente,reaccion,me_encanta,4277,17,2012-02-11 00:33:48.117,facebook
4406,603,alumno,415,alumno,mencion,@non,4308,17,2012-05-15 03:52:02.35,facebook
4407,282,alumno,3,alumno,mensaje,Quasi eos nam debitis ipsum et non soluta ducimus aperiam quis et ut facere sunt.,4286,17,2012-01-26 11:32:58.405,crea
4408,400,alumno,2,docente,comentario,Nesciunt deleniti minima tempore quis est ullam autem repellat molestias autem rerum qui veniam ut et.,4342,17,2012-02-16 07:52:19.558,facebook
4409,618,alumno,328,alumno,mensaje,Fuga non corporis eos sunt molestiae quia id maiores consequatur non porro voluptate veritatis aut accusamus voluptas inventore sunt.,-1,17,2012-02-25 10:24:11.072,crea
4410,525,alumno,-1,null,publicacion,Et consequatur praesentium possimus id pariatur voluptatem adipisci dignissimos aut quis ad molestiae aut perferendis dolor tempora vel qui voluptates sint.,-1,17,2012-04-07 21:59:28.152,crea
4411,461,alumno,488,material,consulta,null,-1,17,2012-05-20 11:22:49.835,crea
4412,100,alumno,488,material,consulta,null,-1,17,2012-03-08 09:10:59.167,facebook
4413,603,alumno,2,docente,comentario,Qui voluptatem aut accusantium omnis dicta sapiente repudiandae ducimus accusamus perspiciatis laboriosam.,4292,17,2012-04-27 18:56:25.741,crea
4414,415,alumno,487,material,consulta,null,-1,17,2012-03-04 08:22:12.661,crea
4415,247,alumno,362,alumno,mensaje,Expedita ratione consequatur provident perspiciatis nulla aspernatur dignissimos sit nulla pariatur aspernatur quas et explicabo adipisci molestiae nesciunt laudantium deserunt iure.,4374,17,2012-03-13 19:30:36.278,crea
4416,61,alumno,-1,null,publicacion,Mollitia quidem ut sint voluptate alias nihil nam ex tempora ipsa vero consequatur voluptatem tempora et sapiente vel et.,-1,17,2012-02-18 09:35:16.399,facebook
4417,123,alumno,434,alumno,reaccion,me_entristece,4322,17,2012-04-18 17:22:56.98,facebook
4418,525,alumno,-1,null,publicacion,Voluptatum in praesentium ea incidunt unde vitae delectus est consectetur ipsam eaque alias qui adipisci aliquam eaque et.,-1,17,2012-01-23 15:17:25.682,facebook
4419,3,alumno,341,alumno,mensaje,Ad dignissimos consectetur ipsum laborum officiis explicabo reiciendis aspernatur incidunt ratione vel iusto exercitationem consectetur ipsam pariatur rerum blanditiis dicta quia.,-1,17,2012-05-17 00:38:37.018,crea
4420,362,alumno,-1,null,publicacion,Vel ut repellendus velit perferendis atque consequuntur omnis magni sed nam nesciunt omnis explicabo laboriosam deserunt voluptas et officia ad incidunt.,-1,17,2012-04-23 18:25:20.572,facebook
4421,100,alumno,467,material,consulta,null,-1,17,2012-05-19 05:40:54.188,facebook
4422,247,alumno,476,material,consulta,null,-1,17,2012-02-14 02:49:14.275,facebook
4423,282,alumno,123,alumno,comentario,Itaque velit expedita qui praesentium ut inventore voluptatum id error quia dolorum esse quia aut.,4417,17,2012-04-26 19:29:20.817,facebook
4424,2,docente,558,alumno,mensaje,Autem omnis architecto non consequatur sit rerum quis quis magni commodi est vel repudiandae qui et dolorem doloribus mollitia facilis.,4363,17,2012-04-05 03:37:07.778,crea
4425,342,alumno,-1,null,publicacion,Aperiam velit est nulla odio cum voluptatem iste architecto sed velit sit rem necessitatibus possimus ad.,-1,17,2012-03-22 05:14:29.463,facebook
4426,2,docente,434,alumno,mencion,@cumque,4322,17,2012-01-31 12:37:56.954,facebook
4427,328,alumno,497,alumno,reaccion,me_divierte,4314,17,2012-05-20 01:56:51.398,facebook
4428,461,alumno,461,alumno,mensaje,Enim quibusdam consequatur officiis ut sunt ducimus quis cupiditate rerum quis laborum aliquam vitae deserunt magnam sed quis nam similique.,-1,17,2012-05-14 00:22:51.666,crea
4429,416,alumno,488,material,consulta,null,-1,17,2012-04-07 10:29:20.818,crea
4430,2,docente,558,alumno,mencion,@magni,4276,17,2012-04-09 19:32:48.015,facebook
4431,497,alumno,-1,null,publicacion,Aspernatur molestias voluptas nostrum molestiae fuga nam voluptatem minima ea quibusdam qui earum quidem illo odit eos repellat.,-1,17,2012-05-15 23:53:04.675,facebook
4432,2,docente,434,alumno,mensaje,Debitis architecto consequatur aperiam aspernatur nulla est ea sit voluptatem quo sunt temporibus officia eum qui.,-1,17,2012-03-17 19:30:47.538,crea
4433,123,alumno,485,material,consulta,null,-1,17,2012-05-22 05:15:02.788,facebook
4434,250,alumno,-1,null,publicacion,Quo neque rerum qui iste quidem et mollitia ex ipsum aut reiciendis cum voluptas itaque ad.,-1,17,2012-02-07 10:14:21.715,crea
4435,282,alumno,416,alumno,mencion,@error,4386,17,2012-01-24 12:47:47.401,facebook
4436,342,alumno,61,alumno,reaccion,me_enoja,4282,17,2012-05-07 12:01:09.39,facebook
4437,328,alumno,465,material,consulta,null,-1,17,2012-03-17 19:07:21.921,crea
4438,328,alumno,477,material,consulta,null,-1,17,2012-04-29 08:39:04.305,facebook
4439,603,alumno,618,alumno,mensaje,Veritatis in animi cumque sunt sapiente expedita amet vel cum rem natus eveniet autem labore ab sed ut corporis.,4362,17,2012-04-07 16:06:11.123,crea
4440,400,alumno,208,alumno,mencion,@excepturi,4401,17,2012-02-26 02:22:34.318,facebook
4441,429,alumno,618,alumno,comentario,Commodi et suscipit aliquam velit eligendi dolorum repellat iure ipsa.,4280,17,2012-05-26 09:30:13.997,facebook
4442,362,alumno,486,material,consulta,null,-1,17,2012-04-21 13:24:01.387,facebook
4443,362,alumno,434,alumno,mencion,@nulla,4322,17,2012-04-29 18:53:07.672,facebook
4444,558,alumno,-1,null,publicacion,Est architecto id sit quaerat at voluptatum beatae et aut labore aut officia qui excepturi omnis ipsa nulla.,-1,17,2012-02-15 18:00:22.03,crea
4445,558,alumno,477,material,consulta,null,-1,17,2012-03-12 10:53:46.942,crea
4446,603,alumno,400,alumno,mencion,@possimus,4365,17,2012-03-11 15:24:08.965,facebook
4447,434,alumno,558,alumno,comentario,Debitis dolorem nesciunt blanditiis quibusdam veritatis ut a qui velit.,4444,17,2012-05-17 05:19:03.22,crea
4448,2,docente,328,alumno,mensaje,Quo maiores aut ratione aut omnis magni tempore eveniet veritatis ex sint autem cum porro perferendis voluptatum in assumenda saepe enim.,-1,17,2012-05-29 19:05:44.312,crea
4449,13,alumno,2,docente,comentario,Repudiandae odio ut quidem molestiae enim quisquam aperiam temporibus iste ea sint.,4342,17,2012-05-24 00:15:03.343,facebook
4450,123,alumno,497,alumno,mensaje,Animi quaerat qui expedita atque quod iure qui id ut ad in id et architecto illo delectus odio.,4250,17,2012-05-17 15:35:52.025,crea
4451,250,alumno,434,alumno,mencion,@ut,4322,17,2012-05-28 03:24:51.424,facebook
4452,400,alumno,470,material,consulta,null,-1,17,2012-05-05 06:41:03.815,crea
4453,341,alumno,429,alumno,comentario,Earum aut in in ducimus laudantium non repudiandae nesciunt quis dicta velit.,4361,17,2012-05-25 19:32:52.897,facebook
4454,208,alumno,434,alumno,reaccion,me_asombra,4275,17,2012-02-07 14:51:04.278,facebook
4455,416,alumno,-1,null,publicacion,Corporis inventore qui aut ducimus optio non et deserunt cum qui totam perspiciatis atque exercitationem optio veniam ipsam.,-1,17,2012-04-25 12:54:43.259,facebook
4456,400,alumno,486,material,consulta,null,-1,17,2012-01-27 19:41:58.516,facebook
4457,2,docente,2,docente,reaccion,me_divierte,4329,17,2012-04-30 23:45:39.379,facebook
4458,603,alumno,2,docente,mencion,@quis,4368,17,2012-03-23 23:03:42.392,facebook
4459,2,docente,340,alumno,mensaje,Nobis reiciendis veritatis aliquid et repudiandae quasi sed iure quam cum laborum soluta maxime vel fugit.,4298,17,2012-05-27 04:51:34.671,crea
4460,3,alumno,525,alumno,mencion,@consequatur,4418,17,2012-05-19 09:32:50.043,facebook
4461,328,alumno,525,alumno,comentario,Suscipit inventore occaecati corporis nostrum enim et doloribus ratione corrupti aut.,4339,17,2012-05-30 10:37:37.646,facebook
4462,250,alumno,341,alumno,mensaje,Dolore distinctio quisquam quia ad illum iure vitae nam et ut eum dolorum accusantium libero molestiae autem eum sunt architecto quaerat.,4448,17,2012-02-07 16:48:41.603,crea
4463,603,alumno,415,alumno,comentario,Reprehenderit sed consequatur tempore eius aut quis ipsum explicabo et nostrum tempore.,4308,17,2012-02-09 16:16:00.552,crea
4464,400,alumno,603,alumno,mensaje,Commodi ex optio et totam numquam eius ex sit molestiae perferendis voluptas sint eos temporibus cumque dicta sint.,-1,17,2012-05-11 15:35:40.21,crea
4465,461,alumno,342,alumno,mencion,@aut,4425,17,2012-04-18 12:08:31.532,facebook
4466,603,alumno,362,alumno,mencion,@ad,4295,17,2012-02-16 23:16:05.668,facebook
4467,100,alumno,-1,null,publicacion,Labore qui minima tempore veniam quia et quia perferendis nihil autem est perspiciatis distinctio ea nulla a molestias itaque.,-1,17,2012-01-24 18:28:06.241,crea
4468,522,alumno,603,alumno,mencion,@dolore,4351,17,2012-04-23 16:03:56.15,facebook
4469,525,alumno,466,material,consulta,null,-1,17,2012-05-12 13:36:08.666,crea
4470,558,alumno,400,alumno,reaccion,me_enoja,4283,17,2012-01-22 00:03:51.961,facebook
4471,415,alumno,415,alumno,mencion,@non,4397,17,2012-02-15 23:30:13.659,facebook
4472,328,alumno,-1,null,publicacion,Ipsa rerum saepe consequuntur voluptates laudantium numquam unde aperiam recusandae et atque quis nam corporis et non modi sint.,-1,17,2012-03-23 06:38:40.243,crea
4473,342,alumno,558,alumno,mensaje,Et eum veritatis molestias ipsa consequatur numquam eos fugiat quibusdam praesentium non temporibus fugit quo ipsam quaerat.,4398,17,2012-03-07 13:32:56.002,crea
4474,497,alumno,480,material,consulta,null,-1,17,2012-01-29 04:16:24.235,crea
4475,434,alumno,558,alumno,mencion,@cum,4444,17,2012-04-20 23:04:25.553,facebook
4476,250,alumno,461,alumno,mensaje,Ab non esse dolores in tempore dolores nobis voluptatem dicta quaerat tempora vitae sed sunt sit dicta nostrum eligendi.,-1,17,2012-05-17 19:25:43.904,crea
4477,2,docente,208,alumno,mencion,@nisi,4306,17,2012-02-10 13:22:59.082,facebook
4478,2,docente,-1,null,publicacion,Quasi vitae explicabo earum dolorum ut numquam eligendi ut vitae vel quibusdam iusto corporis omnis est debitis enim porro.,-1,17,2012-04-22 16:14:14.731,facebook
4479,342,alumno,400,alumno,mencion,@et,4440,17,2012-03-10 10:53:46.507,facebook
4480,603,alumno,250,alumno,mencion,@quia,4434,17,2012-02-26 22:28:32.638,facebook
4481,250,alumno,100,alumno,reaccion,me_asombra,4467,17,2012-05-01 09:44:59.968,facebook
4482,461,alumno,472,material,consulta,null,-1,17,2012-03-07 22:33:13.492,crea
4483,416,alumno,247,alumno,mencion,@quis,4357,17,2012-05-24 06:55:29.844,facebook
4484,497,alumno,362,alumno,mensaje,Velit iure eveniet nesciunt dolor et suscipit eaque numquam quia voluptatum velit est assumenda explicabo corporis.,4370,17,2012-04-06 05:54:47.954,crea
4485,100,alumno,362,alumno,reaccion,me_gusta,4420,17,2012-04-14 14:41:58.714,facebook
4486,2,docente,-1,null,publicacion,Enim minima est non delectus hic odit ea provident molestiae omnis quasi quisquam cum doloribus quae.,-1,17,2012-04-09 11:18:38.649,crea
4487,400,alumno,434,alumno,reaccion,me_entristece,4345,17,2012-02-25 23:36:48.389,facebook
4488,282,alumno,416,alumno,comentario,Autem assumenda minus quis voluptas aperiam sed sit quia magni accusamus et.,4386,17,2012-04-05 05:27:29.518,crea
4489,603,alumno,-1,null,publicacion,Deleniti non ea quia voluptatum facere eum quia cumque consequatur ut adipisci hic eaque quibusdam nostrum illo nihil labore eligendi.,-1,17,2012-04-07 06:51:41.366,facebook
4490,61,alumno,250,alumno,mensaje,Velit et facere dolores et sed voluptatem nam harum eum aspernatur aspernatur et dolor tenetur voluptate.,-1,17,2012-02-23 11:07:09.272,crea
4491,100,alumno,473,material,consulta,null,-1,17,2012-04-21 04:37:32.931,facebook
4492,250,alumno,603,alumno,reaccion,me_entristece,4458,17,2012-05-16 02:43:04.575,facebook
4493,247,alumno,328,alumno,mensaje,Vitae tempore qui ut sequi praesentium sunt nihil expedita hic velit ratione facilis fugiat dicta.,4448,17,2012-05-26 01:08:23.434,crea
4494,497,alumno,250,alumno,mensaje,Eius aliquam rerum repellendus ut facilis quam veritatis quia aut molestias explicabo et blanditiis ab occaecati exercitationem odio cupiditate amet harum.,-1,17,2012-05-01 01:43:25.664,crea
4495,208,alumno,603,alumno,reaccion,me_asombra,4340,17,2012-01-17 13:40:45.447,facebook
4496,2,docente,461,alumno,mensaje,Non consequatur illum delectus enim et quidem sint aut dolorem temporibus qui libero est voluptatem quia qui quos est vitae.,-1,17,2012-05-01 13:40:49.214,crea
4497,340,alumno,603,alumno,reaccion,me_divierte,4351,17,2012-05-30 15:23:13.073,facebook
4498,100,alumno,61,alumno,reaccion,me_enoja,4307,17,2012-02-27 22:44:32.373,facebook
4499,415,alumno,61,alumno,comentario,Aspernatur harum commodi suscipit in dolores ducimus dolor pariatur ipsam ad possimus.,4307,17,2012-02-02 23:29:43.07,crea
4500,470,alumno,503,material,consulta,null,-1,18,2003-11-14 10:04:02.049,facebook
4501,384,alumno,-1,null,publicacion,Nam et unde cum non unde in quibusdam esse quam et repellendus sit ea sed similique explicabo modi rerum.,-1,18,2003-10-14 09:24:33.604,crea
4502,164,alumno,-1,null,publicacion,Cumque aspernatur commodi officia aut sunt quasi omnis est et odio nostrum maiores vel eveniet voluptas asperiores et molestiae voluptatum hic.,-1,18,2003-10-30 04:51:45.314,facebook
4503,291,alumno,384,alumno,reaccion,me_enoja,4501,18,2003-11-03 10:44:39.267,facebook
4504,18,alumno,516,material,consulta,null,-1,18,2003-08-29 15:26:30.787,crea
4505,384,alumno,164,alumno,mencion,@doloremque,4502,18,2003-10-11 08:39:57.004,facebook
4506,311,alumno,384,alumno,mencion,@aut,4505,18,2003-08-30 14:03:28.573,facebook
4507,164,alumno,509,material,consulta,null,-1,18,2003-11-25 13:37:38.764,facebook
4508,3,docente,-1,null,publicacion,Non saepe ut earum dolorum quasi et rerum aut quasi sequi ipsa dolore beatae nobis labore blanditiis ullam.,-1,18,2003-09-17 14:45:40.678,facebook
4509,197,alumno,-1,null,publicacion,Nobis doloremque possimus vero velit distinctio inventore atque ut tempore deleniti inventore in a non illum quasi eum reprehenderit animi.,-1,18,2003-10-29 13:32:18.096,facebook
4510,277,alumno,-1,null,publicacion,Saepe suscipit magnam quibusdam vero ex totam deleniti ex et reprehenderit velit dolor vero commodi.,-1,18,2003-08-25 13:35:34.982,facebook
4511,250,alumno,-1,null,publicacion,Itaque alias eum et minus velit aliquam ea fuga ratione perferendis fuga molestiae sunt blanditiis suscipit incidunt magnam.,-1,18,2003-09-27 04:16:25.857,crea
4512,542,alumno,327,alumno,mensaje,Esse commodi voluptates architecto inventore labore blanditiis doloremque alias saepe eaque non et est sunt accusamus.,-1,18,2003-11-02 05:37:36.441,crea
4513,542,alumno,311,alumno,comentario,Quia omnis autem est at necessitatibus suscipit porro placeat voluptatum.,4506,18,2003-11-22 15:47:13.488,crea
4514,550,alumno,384,alumno,mencion,@asperiores,4505,18,2003-10-14 07:01:24.747,facebook
4515,384,alumno,3,docente,comentario,Iure quos quis omnis nisi eveniet quisquam in et quis consequatur aspernatur.,4508,18,2003-11-02 02:08:33.621,crea
4516,305,alumno,164,alumno,reaccion,me_encanta,4502,18,2003-09-20 05:46:43.783,facebook
4517,78,alumno,-1,null,publicacion,Laudantium velit maiores adipisci illum dignissimos incidunt perspiciatis voluptatibus magni quia voluptatem enim cum molestiae officiis assumenda fugiat dolor praesentium.,-1,18,2003-09-01 17:32:54.021,crea
4518,78,alumno,78,alumno,reaccion,me_divierte,4517,18,2003-11-14 19:55:38.909,facebook
4519,525,alumno,197,alumno,mencion,@est,4509,18,2003-11-30 11:11:41.648,facebook
4520,327,alumno,542,alumno,comentario,Molestiae tenetur laudantium voluptatem iste corrupti expedita ut sit est et.,4513,18,2003-08-27 20:53:44.067,crea
4521,12,alumno,277,alumno,mencion,@molestias,4510,18,2003-10-15 18:13:31.398,facebook
4522,24,alumno,525,alumno,comentario,Vero quo placeat quae et sint quidem asperiores unde ab et consectetur non voluptatum.,4519,18,2003-10-31 10:49:20.914,facebook
4523,542,alumno,291,alumno,mencion,@animi,4503,18,2003-09-19 10:55:49.429,facebook
4524,154,alumno,327,alumno,comentario,Rerum impedit sint fuga autem eaque laborum mollitia asperiores enim est consequatur itaque rerum.,4520,18,2003-11-09 14:43:43.038,crea
4525,384,alumno,18,alumno,mensaje,Rem eum rem at itaque odio labore cumque enim sed itaque et eius animi est.,-1,18,2003-08-27 12:37:09.229,crea
4526,3,docente,327,alumno,reaccion,me_enoja,4520,18,2003-09-27 07:10:44.756,facebook
4527,159,alumno,504,material,consulta,null,-1,18,2003-10-06 08:00:05.617,crea
4528,164,alumno,12,alumno,mencion,@culpa,4521,18,2003-09-14 01:00:04.294,facebook
4529,594,alumno,-1,null,publicacion,Explicabo et occaecati molestiae quis vel provident qui harum sunt consequatur fugit nulla reprehenderit dolorem quis.,-1,18,2003-10-26 13:49:30.478,facebook
4530,326,alumno,514,material,consulta,null,-1,18,2003-09-19 21:34:49.424,crea
4531,12,alumno,164,alumno,reaccion,me_asombra,4528,18,2003-11-29 10:27:48.683,facebook
4532,277,alumno,250,alumno,comentario,Deleniti delectus quaerat illo est minus nulla aut qui animi quia dolorem a beatae.,4511,18,2003-09-23 10:49:02.202,facebook
4533,316,alumno,384,alumno,comentario,Porro alias eaque et et quia sunt repudiandae ratione iusto perferendis laborum sunt qui.,4501,18,2003-10-04 23:59:38.905,crea
4534,525,alumno,-1,null,publicacion,Similique est eum minima qui vero in quis tempora rerum minus enim ipsam qui et qui numquam est.,-1,18,2003-11-03 06:44:46.546,crea
4535,164,alumno,495,material,consulta,null,-1,18,2003-08-19 08:48:00.498,facebook
4536,470,alumno,510,material,consulta,null,-1,18,2003-10-10 17:11:23.708,facebook
4537,326,alumno,542,alumno,comentario,Dignissimos quasi porro odit qui eligendi necessitatibus facilis aperiam voluptatem et et nam asperiores quam deleniti.,4513,18,2003-10-03 04:34:08.419,crea
4538,550,alumno,-1,null,publicacion,Sit consequuntur et labore cupiditate quis qui quod illum eius ab laboriosam maiores nihil qui assumenda laudantium fuga officiis.,-1,18,2003-11-18 21:38:37.942,crea
4539,316,alumno,384,alumno,comentario,Quia provident sapiente molestiae facilis fugit et et non sit quam occaecati quia est minus ratione.,4501,18,2003-11-02 03:36:35.467,crea
4540,3,docente,305,alumno,comentario,Qui est et amet ab maiores vitae fuga quae saepe consequatur est dolor dolorem.,4516,18,2003-10-18 13:53:07.589,crea
4541,3,docente,155,alumno,mensaje,Et animi dignissimos cupiditate sint porro maiores qui quo ullam veniam hic laboriosam rerum possimus iusto neque.,-1,18,2003-10-26 04:46:17.046,crea
4542,385,alumno,12,alumno,mensaje,Ea quae quo similique dolorem vero reprehenderit corrupti possimus harum est corrupti qui voluptatum inventore.,-1,18,2003-10-07 16:19:14.76,crea
4543,368,alumno,164,alumno,mencion,@et,4502,18,2003-08-15 21:07:47.423,facebook
4544,384,alumno,3,docente,comentario,Excepturi quibusdam repellat velit sint quasi est velit vitae ducimus voluptates quidem magni rerum.,4508,18,2003-10-17 01:56:30.483,crea
4545,197,alumno,-1,null,publicacion,Earum est veritatis possimus nostrum neque ut vero quae voluptas deleniti eos quas dicta ut doloribus impedit impedit provident.,-1,18,2003-08-27 18:06:37.696,crea
4546,197,alumno,384,alumno,mencion,@amet,4501,18,2003-09-24 15:18:40.714,facebook
4547,3,docente,277,alumno,reaccion,me_enoja,4510,18,2003-09-06 00:48:14.045,facebook
4548,3,docente,-1,null,publicacion,Amet in error non non eos voluptates quia officia occaecati provident non esse quia beatae placeat similique.,-1,18,2003-11-12 23:21:00.197,crea
4549,3,docente,-1,null,publicacion,Est dolorem quidem quia dolor ipsa quasi aperiam sunt voluptates aut rerum omnis asperiores perspiciatis.,-1,18,2003-08-24 08:55:02.849,facebook
4550,470,alumno,495,material,consulta,null,-1,18,2003-11-16 07:00:17.932,facebook
4551,18,alumno,305,alumno,reaccion,me_entristece,4516,18,2003-10-15 06:28:17.594,facebook
4552,3,docente,542,alumno,reaccion,me_asombra,4513,18,2003-09-22 15:08:41.809,facebook
4553,159,alumno,12,alumno,reaccion,me_entristece,4521,18,2003-09-01 06:46:57.566,facebook
4554,594,alumno,277,alumno,comentario,Laboriosam enim tenetur ut nam ratione nam nostrum reiciendis cupiditate veritatis.,4510,18,2003-10-13 12:05:49.03,crea
4555,326,alumno,197,alumno,mencion,@consequatur,4545,18,2003-10-10 03:34:04.743,facebook
4556,305,alumno,492,material,consulta,null,-1,18,2003-10-02 03:10:53.167,facebook
4557,385,alumno,-1,null,publicacion,Quasi omnis asperiores quae iure voluptas dolore nemo soluta officiis ab molestias nisi aut ea voluptatem reiciendis nisi quos.,-1,18,2003-10-06 04:16:52.939,facebook
4558,277,alumno,12,alumno,mencion,@eveniet,4531,18,2003-09-10 19:21:52.749,facebook
4559,24,alumno,-1,null,publicacion,Dolores eius laboriosam sunt consectetur officiis sint ad repellendus voluptas voluptatum amet reprehenderit neque vel doloremque excepturi harum deleniti alias quae.,-1,18,2003-08-16 02:11:20.838,crea
4560,154,alumno,550,alumno,comentario,Omnis commodi sed eveniet et qui quis voluptatem ea perspiciatis.,4538,18,2003-11-30 18:34:26.304,facebook
4561,384,alumno,-1,null,publicacion,Voluptas aut aut quisquam eos eligendi veritatis blanditiis libero qui at cupiditate doloremque dicta vitae ad eum.,-1,18,2003-08-25 08:24:33.908,crea
4562,385,alumno,594,alumno,mensaje,Rerum laborum eveniet consequatur esse est quidem aliquam itaque qui cum facilis officia corporis aut quia.,-1,18,2003-09-11 05:44:43.068,crea
4563,197,alumno,497,material,consulta,null,-1,18,2003-10-20 03:44:58.464,facebook
4564,368,alumno,3,docente,reaccion,me_divierte,4549,18,2003-09-30 01:32:41.907,facebook
4565,525,alumno,504,material,consulta,null,-1,18,2003-11-14 18:12:14.34,facebook
4566,12,alumno,-1,null,publicacion,Voluptates itaque qui itaque sed provident dignissimos rerum omnis rem placeat recusandae molestias asperiores maiores et odio sit.,-1,18,2003-11-17 22:06:27.091,facebook
4567,542,alumno,384,alumno,comentario,Rerum earum et blanditiis qui accusantium quia unde beatae perspiciatis facere pariatur.,4561,18,2003-08-29 06:34:08.018,facebook
4568,197,alumno,3,docente,reaccion,me_asombra,4548,18,2003-09-18 13:45:10.701,facebook
4569,277,alumno,512,material,consulta,null,-1,18,2003-10-21 03:13:11.442,facebook
4570,18,alumno,277,alumno,comentario,Aspernatur earum quae nihil optio omnis expedita voluptas sit eos et voluptatem atque vel mollitia.,4510,18,2003-10-02 20:21:26.572,crea
4571,470,alumno,3,docente,reaccion,me_enoja,4547,18,2003-08-17 21:15:29.59,facebook
4572,384,alumno,368,alumno,mensaje,Sunt debitis quos rerum sunt dolor molestias illum nulla laboriosam et sit laudantium vero eveniet et sint cumque excepturi soluta aut.,-1,18,2003-11-04 20:54:47.918,crea
4573,3,docente,-1,null,publicacion,Voluptatem quasi aut eaque dolor quidem error vero omnis id quis est voluptas nihil assumenda est qui minima.,-1,18,2003-10-05 02:07:10.767,crea
4574,316,alumno,326,alumno,mensaje,Enim consequatur voluptas voluptatem quidem ut error quo aut earum atque voluptas aliquid ducimus unde harum molestias a ipsam et.,4572,18,2003-11-28 01:33:08.207,crea
4575,250,alumno,510,material,consulta,null,-1,18,2003-11-05 20:11:43.318,crea
4576,326,alumno,385,alumno,reaccion,me_gusta,4557,18,2003-09-06 05:31:29.324,facebook
